TT,ID,As,Fe,Mn,pH,Hardness,Coliforms,EC,X,Y,YLat,XLong,X-WGS84,Y-WGS84,Iddist
442,NN_DR16,0.64,0.0007,0.01,6.6,77,200,170,385574.2251,1320317.035,11.937,107.4513,1322069.774,113370.7236,DRl
316,NN_DR17,0.195,0.0119,0.02,6.2,1.5,0.1,13,393875.386,1327468.232,12.0019,107.5272,1329155.06,121747.7397,DRl
317,NN_DR18,0.246,0.0277,0.01,5.3,3,90,37,394327.5227,1327002.616,11.9977,107.5314,1328684.73,122196.2228,DRl
443,NN_DR19,0.378,0.0061,0.009,7,17,40,77,393866.3759,1327486.701,12.0021,107.5272,1329173.635,121738.886,DRl
57,NN_DR2,0.724,0.1348,0.001,7.4,42,90,180,387250.0924,1309607.415,11.8402,107.467,1311330.665,114952.2781,DRl
318,NN_DR20,0.18,0.0101,0.015,5.4,1.5,150,12,394309.9171,1328874.122,12.0146,107.5312,1330558.805,122195.6308,DRl
319,NN_DR21,0.236,0.0835,0.013,6.2,13,150,35,390679.7856,1328024.551,12.0068,107.4979,1329741.189,118553.0449,DRl
320,NN_DR22,0.384,0.0007,0.008,4.9,1.5,90,80,404811.9125,1325772.174,11.9869,107.6277,1327357.426,132682.5534,DRl
444,NN_DR23,0.513,0.0007,0.003,6.6,33,280,120,400850.6169,1324488.216,11.9752,107.5914,1326107.868,128704.7225,DRl
445,NN_DR24,0.795,0.0055,0.001,7.4,55,90,200,398223.0004,1327603.741,12.0032,107.5672,1329251.178,126102.1335,DRl
446,NN_DR25,0.605,0.0139,0.018,6.5,27,280,150,403476.2444,1325297.064,11.9826,107.6155,1326893.871,131340.9375,DRl
447,NN_DR26,0.367,0.0232,0.011,6.4,22,150,80,398148.5315,1327945.091,12.0063,107.5665,1329593.637,126030.6774,DRl
448,NN_DR27,1.197,0.1418,0.01,7.6,49,900,160,394614.7862,1323427.74,11.9654,107.5342,1325102.644,122451.3799,DRl
306,NN_DR3,0.188,0.004,0.014,5.4,1.5,0.1,11,385924.0035,1308733.477,11.8323,107.4549,1310467.459,113616.5637,DRl
321,NN_DR30,0.381,0.0079,0.007,4.9,1.5,110,80,394630.1494,1323581.335,11.9668,107.5343,1325256.298,122468.1564,DRl
449,NN_DR32,1.596,0.0007,0.001,4.3,95,210,460,394694.9653,1323946.791,11.9701,107.5348,1325621.635,122531.6621,DRl
322,NN_DR33,0.227,0.0007,0.019,6.7,5,150,30,394282.5149,1324529.03,11.9753,107.5311,1326208.368,122128.6765,DRl
307,NN_DR4,0.18,0.0085,0.023,5.9,1.5,40,12,387603.8118,1310306.75,11.8465,107.4702,1312027.757,115312.7521,DRl
308,NN_DR5,0.411,0.0007,0.132,5.1,7,0.1,80,390181.0756,1311514.232,11.8575,107.4938,1313213.675,117904.2882,DRl
309,NN_DR6,0.168,0.0007,0.017,4.9,1.5,90,10,394094.8578,1312422.219,11.8659,107.5297,1314087.64,121831.3431,DRl
310,NN_DR7,0.222,0.0546,0.046,5.1,7,90,30,395875.0217,1316085.149,11.8991,107.546,1317739.236,123646.7988,DRl
311,NN_DR8,0.252,0.0133,0.086,4.8,12,40,38,396416.7854,1317868.668,11.9152,107.5509,1319520.141,124205.3569,DRl
312,NN_DR9,0.249,0.0007,0.019,6.9,3,90,38,382340.981,1319158.633,11.9264,107.4216,1320939.057,110122.6047,DRl
339,NN_DS1,0.216,0.0007,0.015,4.6,1.5,0.1,20,395108.4903,1361279.252,12.3076,107.5375,1362998.124,123293.9562,DaSo
461,NN_DS10,0.959,0.2969,0.002,7.2,17,700,120,399175.7683,1350743.001,12.2124,107.5752,1352410.76,127268.4735,DaSo
462,NN_DS11,1.263,0.0007,0.001,7.4,57,40,310,400008.3526,1350242.341,12.2079,107.5828,1351901.77,128097.4639,DaSo
346,NN_DS12,0.219,0.0637,0.02,5.4,15,70,30,400236.5758,1349795.987,12.2039,107.585,1351452.749,128321.842,DaSo
347,NN_DS13,0.241,0.0007,0.008,6,25,90,40,400706.4685,1350196.96,12.2076,107.5893,1351849.873,128796.028,DaSo
348,NN_DS14,0.753,0.0427,0.02,4.9,3,1500,10,401061.7115,1350665.93,12.2118,107.5925,1352316.137,129156.0511,DaSo
463,NN_DS15,0.738,0.158,0.017,7.1,11,90,180,400192.6964,1349335.189,12.1997,107.5846,1350991.783,128273.6465,DaSo
464,NN_DS16,0.617,0.0015,0.001,7,33,400,130,399994.0205,1349581.7,12.202,107.5827,1351240.438,128077.0028,DaSo
465,NN_DS17,0.777,0.0565,0.006,7.2,73,40,190,392962.6483,1359513.877,12.2915,107.5178,1361250.485,121128.9011,DaSo
466,NN_DS18,0.768,0.0512,0.004,7.4,27,20,180,403570.1946,1356442.456,12.2641,107.6154,1358076.501,131721.1939,DaSo
349,NN_DS19,0.29,0.0314,0.046,5.5,7,90,52,403736.8163,1353337.913,12.236,107.617,1354966.622,131859.1981,DaSo
340,NN_DS2,0.211,0.0186,0.001,4,4,70,25,394739.0289,1360214.234,12.2979,107.5341,1361935.189,122914.092,DaSo
467,NN_DS20,0.244,0.1226,0.001,8.1,10,40,35,403725.0782,1353353.009,12.2362,107.6169,1354981.846,131847.5857,DaSo
350,NN_DS21,0.449,0.0351,0.097,5.4,6,90,100,402957.2126,1355318.235,12.2539,107.6098,1356956.6,131097.0181,DaSo
468,NN_DS22,0.308,0.2408,0.002,8.1,11,40,55,403230.5262,1355715.589,12.2575,107.6121,1357351.902,131352.4294,DaSo
469,NN_DS24,0.285,0.0337,0.002,6.7,21,40,50,409929.8934,1338279.858,12.1001,107.6744,1339833.382,137920.8473,DaSo
470,NN_DS25,0.974,0.0394,0.001,6.8,35,750,80,405983.2728,1338459.542,12.1016,107.6381,1340049.477,133971.1633,DaSo
351,NN_DS26,0.229,0.0384,0.005,6.2,3,150,30,405779.4618,1339987.424,12.1154,107.6362,1341581.074,133781.1282,DaSo
471,NN_DS28,0.454,0.0204,0.003,6.6,26,40,100,407318.2338,1336964.998,12.0881,107.6504,1338540.897,135294.0291,DaSo
352,NN_DS29,0.208,0.013,0.036,6.6,5,70,24,408318.0679,1336593.156,12.0848,107.6596,1338159.452,136291.6516,DaSo
52,NN_DS3,1.313,0.0177,0.011,7.8,13,40,320,394639.4647,1360257.615,12.2983,107.5332,1361979.554,122814.8047,DaSo
353,NN_DS30,0.204,0.0232,0.043,6.5,1.5,40,20,408231.0122,1339743.137,12.1133,107.6584,1341313.985,136204.4922,DaSo
76,NN_DS31,0.84,0.1236,0.001,7.2,83,0.1,200,406245.6192,1344924.122,12.1601,107.6403,1346519.439,134293.2617,DaSo
190,NN_DS33,0.175,0.0292,0.001,7.1,1.5,150,10,404402.906,1345390.956,12.1642,107.6234,1347003.824,132452.6209,DaSo
472,NN_DS34,0.843,0.0401,0.033,7.4,9,40,200,406277.5455,1345458.709,12.1649,107.6406,1347054.376,134330.1541,DaSo
354,NN_DS35,0.204,0.0331,0.016,5.9,1.5,40,20,404836.214,1348511.66,12.1924,107.6273,1350124.32,132915.2587,DaSo
355,NN_DS36,0.262,0.0255,0.038,7.5,16,90,45,408168.6314,1372358.462,12.4081,107.6572,1373968.689,136473.9386,DaSo
473,NN_DS38,0.303,0.0247,0.001,7.6,26,90,60,407433.3661,1372237.575,12.407,107.6504,1373854.57,135736.662,DaSo
356,NN_DS39,0.305,0.0202,0.001,7.1,12,0.1,50,407637.2397,1372424.375,12.4087,107.6523,1374039.676,135942.5346,DaSo
341,NN_DS4,0.193,0.0048,0.004,4.1,1.5,200,10,391605.1289,1359331.416,12.2898,107.5053,1361080.433,119767.922,DaSo
27,NN_DS40,0.355,0.0255,0.844,6,15,40,70,403725.0782,1353353.009,12.2362,107.6169,1354981.846,131847.5857,DaSo
53,NN_DS41,0.442,0.023,0.242,4.8,15,0.1,90,408088.4564,1372411.878,12.4086,107.6548,1374022.922,136216.2237,DaSo
357,NN_DS42,0.262,0.0332,0.051,7.8,7,40,40,407136.8056,1371593.2,12.4012,107.6477,1373212.213,135433.692,DaSo
358,NN_DS43,0.92,0.0322,0.031,6.7,89,0.1,220,408039.3302,1371207.434,12.3977,107.656,1372817.508,136333.668,DaSo
560,NN_DS44,0.93,0.0289,0.001,7.4,85,0.1,222,407711.6151,1370738.311,12.3934,107.6508,1372350.905,135761.016,DaSo
474,NN_DS46,0.845,0.0301,0.001,6.8,75,1500,187,407115.1595,1370303.853,12.3895,107.6476,1371921.529,135399.9115,DaSo
475,NN_DS47,0.238,0.0656,0.001,7.2,15,90,37,406409.7126,1369799.078,12.3849,107.6411,1371422.77,134688.8826,DaSo
476,NN_DS48,1.082,0.0301,0.001,7.2,102,90,277,407345.4058,1370515.152,12.3914,107.6497,1372130.918,135632.4163,DaSo
477,NN_DS49,0.551,0.0279,0.008,7.2,50,90,135,407328.2528,1369872.957,12.3856,107.6495,1371488.118,135609.2151,DaSo
460,NN_DS5,0.535,0.1716,0.003,6.5,45,90,130,396740.0976,1356961.992,12.2686,107.5526,1358660.177,124887.4316,DaSo
561,NN_DS50,0.346,0.0309,0.001,7.1,173,0.1,78,407390.6467,1370493.496,12.3912,107.6501,1372108.812,135677.5079,DaSo
478,NN_DS51,0.566,0.0311,0.001,7,63,40,135,407215.0039,1368462.829,12.3729,107.6485,1370077.369,135482.6052,DaSo
359,NN_DS52,0.201,0.0309,0.029,6.9,1.5,40,19,405416.8949,1364532.15,12.3373,107.6321,1366158.802,133645.5406,DaSo
360,NN_DS53,0.268,0.6479,0.124,6.8,8,0.1,38,403670.7203,1361827.501,12.3128,107.6164,1363467.18,131897.2479,DaSo
479,NN_DS55,0.474,0.0182,0.01,7.2,43,40,108,401562.7588,1359465.254,12.2914,107.5976,1361121.687,129823.5011,DaSo
480,NN_DS56,0.433,0.0273,0.001,6.1,1.5,70,93,401671.1298,1358441.586,12.2821,107.5979,1360095.747,129838.3925,DaSo
361,NN_DS59,0.225,0.0319,0.042,7.8,1.5,40,27,401006.5778,1359417.962,12.2909,107.5917,1361079.517,129182.1105,DaSo
342,NN_DS6,0.167,0.0085,0.029,4.6,1.5,150,7,395164.0421,1353999.039,12.2417,107.5382,1355708.094,123281.8494,DaSo
362,NN_DS61,0.197,0.0244,0.012,6.2,1.5,20,16,400858.9811,1358665.579,12.2841,107.5904,1360327.577,129027.325,DaSo
363,NN_DS62,0.507,0.0295,0.034,7,47,0.1,112,400331.9689,1357425.879,12.2729,107.5856,1359091.243,128488.1234,DaSo
481,NN_DS63,0.261,0.0286,0.006,6.9,11,110,44,402219.4246,1360646.15,12.3021,107.6028,1362297.918,130407.8981,DaSo
364,NN_DS64,0.18,0.0007,0.02,5.9,1.5,40,12,402423.9356,1360356.607,12.2994,107.6045,1362006.113,130582.6745,DaSo
104,NN_DS65,0.216,0.0177,0.001,5.7,1.5,200,19,405325.399,1363337.063,12.3265,107.6313,1364963.127,133542.7671,DaSo
365,NN_DS66,0.188,0.0223,0.02,5.7,1.5,90,17,405495.4877,1364544.187,12.3374,107.6328,1366170.119,133724.3408,DaSo
343,NN_DS7,0.207,0.0007,0.009,5,1.5,230,9,395005.7746,1354537.383,12.2466,107.5367,1356248.595,123128.3757,DaSo
344,NN_DS8,0.157,0.0007,0.007,4.3,1.5,90,6,397613.6222,1351793.207,12.2219,107.5608,1353476.751,125714.0894,DaSo
345,NN_DS9,0.175,0.0007,0.02,4.3,1.5,150,10,396823.8077,1353261.789,12.2351,107.5535,1354954.51,124936.8879,DaSo
84,NN_GN1,0.732,0.8442,0.386,6.6,46,0.1,170,417000.7929,1322918.876,11.9614,107.7397,1324390.143,144859.8689,GN
120,NN_GN11,1.179,0.0213,0.001,8,51,150,310,412909.9912,1328740.545,12.014,107.702,1330255.665,140817.264,GN
31,NN_GN12,1.135,0.0189,0.001,6.9,87,200,310,411052.0205,1327492.279,12.0026,107.6845,1329022.852,138895.9594,GN
424,NN_GN13,0.198,0.0196,0.009,5.3,1.5,70,20,411623.0789,1329315.862,12.0191,107.6902,1330843.374,139534.0909,GN
543,NN_GN14,0.458,0.022,0.008,6,18,40,100,411739.9965,1329369.6,12.0196,107.6912,1330896.11,139651.6349,GN
425,NN_GN15,0.739,0.0424,0.193,6.2,29,0.1,170,411856.2716,1329410.741,12.02,107.6923,1330936.239,139768.4207,GN
426,NN_GN16,0.486,0.0216,0.051,4.7,12,70,110,411810.1114,1329143.232,12.0176,107.6919,1330668.838,139719.7697,GN
90,NN_GN17,0.795,0.0282,0.001,6.9,83,150,210,409256.1543,1327826.454,12.0056,107.6685,1329373.761,137150.8162,GN
50,NN_GN18,0.424,0.1051,0.016,5.8,39,280,90,409156.0596,1327737.644,12.0048,107.6675,1329285.757,137049.7945,GN
291,NN_GN19,1.164,0.1883,0.007,7.6,105,150,310,410079.4035,1327974.852,12.007,107.676,1329514.843,137976.3904,GN
422,NN_GN2,0.297,0.0343,0.018,5,1.5,40,50,416007.5982,1322291.091,11.9557,107.7306,1323770.645,143859.8535,GN
39,NN_GN20,0.385,0.0466,0.088,5.6,22,40,80,409907.1731,1328039.592,12.0075,107.6744,1329581.227,137804.5457,GN
427,NN_GN21,0.286,0.0471,0.128,4.8,4,150,50,409934.3701,1328030.291,12.0074,107.6747,1329571.668,137831.6902,GN
544,NN_GN22,0.289,0.0712,0.001,6,6,280,30,410542.1177,1325908.204,11.9883,107.6803,1327441.55,138420.8564,GN
428,NN_GN23,0.502,0.0295,0.088,5.3,16,150,120,410590.0082,1325735.982,11.9867,107.681,1327268.69,138488.1017,GN
429,NN_GN24,0.363,0.0381,0.098,5,7,280,60,410683.5973,1325671.174,11.9861,107.6816,1327202.955,138560.3489,GN
545,NN_GN25,0.563,0.0461,0.006,6.5,30,150,140,408669.6461,1322963.894,11.9616,107.6635,1324510.748,136546.167,GN
430,NN_GN26,1.108,0.632,0.013,4.8,1.5,900,65,408399.6766,1322734.25,11.9595,107.6607,1324283.278,136247.0674,GN
211,NN_GN27,0.686,0.039,0.001,6.8,76,150,180,410598.6878,1322549.415,11.9579,107.6809,1324078.29,138447.0102,GN
179,NN_GN28,0.564,0.018,0.001,6.6,49,280,140,410586.6314,1322564.815,11.9581,107.6808,1324093.817,138435.0792,GN
546,NN_GN29,0.436,0.164,0.006,6.7,10,2000,40,411363.8857,1325540.1,11.985,107.6879,1327065.547,139240.2458,GN
266,NN_GN3,0.86,0.0281,0.002,7.9,67,40,210,414690.2438,1322918.575,11.9614,107.7207,1324410.789,142786.0179,GN
547,NN_GN30,0.718,0.132,0.041,6.2,65,2800,260,411281.6308,1326370.01,11.9925,107.687,1327897.177,139157.8944,GN
548,NN_GN31,0.894,0.042,0.018,6,60,200,240,411278.6329,1326379.238,11.9926,107.6871,1327906.443,139162.5184,GN
558,NN_GN32,0.265,0.0333,0.002,7.2,12,200,40,412052.0739,1326038.95,11.9895,107.6942,1327558.728,139933.7719,GN
121,NN_GN33,1.125,0.0251,0.001,7.1,123,200,310,405876.7,1329017.782,12.0163,107.6374,1330597.284,133778.16,GN
549,NN_GN34,0.845,0.096,0.021,7.4,22,1500,230,402648.0192,1330176.447,12.0266,107.6077,1331786.785,130556.0989,GN
550,NN_GN35,0.464,0.0442,0.001,7.3,26,200,110,403068.0285,1330039.875,12.0254,107.6116,1331646.216,130976.6246,GN
568,NN_GN36,0.802,0.0247,0.001,7.1,76,0.1,190,406751.1227,1330642.755,12.031,107.6454,1332216.247,134668.4474,GN
431,NN_GN37,0.258,0.0248,0.019,5.7,12,40,40,411408.8612,1331544.313,12.0393,107.6881,1333076.387,139339.9398,GN
432,NN_GN38,0.247,0.017,0.019,5.7,16,90,40,410947.9073,1333168.152,12.0539,107.6838,1334706.34,138893.2715,GN
423,NN_GN4,0.23,0.1898,0.024,5,7,70,32,414237.9673,1323460.676,11.9663,107.7143,1324957.616,142098.795,GN
433,NN_GN40,0.245,0.0272,0.038,4.9,1.5,200,30,410802.8588,1334222.577,12.0634,107.6825,1335763.329,138757.6894,GN
434,NN_GN41,0.297,0.0224,0.014,5.3,1.5,40,50,410768.2047,1331733.663,12.0409,107.6822,1333271.806,138700.2594,GN
302,NN_GN42,0.378,8.6611,0.01,6.4,29,9300,150,411138.0558,1331001.221,12.0343,107.6857,1332535.129,139070.5449,GN
5,NN_GN43,0.228,0.004,0.001,6.8,19,21,30,411150.3187,1331056.496,12.0348,107.6858,1332590.357,139076.6438,GN
559,NN_GN44,0.34,0.012,0.02,5.3,9,0.1,60,411068.7718,1331096.686,12.0352,107.685,1332631.338,138995.3678,GN
435,NN_GN45,0.274,0.0047,0.016,5.1,9,0.1,40,411128.9544,1330992.03,12.0343,107.6856,1332526.01,139054.6664,GN
436,NN_GN46,0.274,0.0054,0.023,4.8,9,0.1,40,411162.2165,1330988.858,12.0342,107.6859,1332522.531,139087.9675,GN
259,NN_GN48,1.07,0.0104,0.022,7.1,145,0.1,260,411014.5749,1331179.814,12.0359,107.6845,1332715.058,138936.9673,GN
437,NN_GN49,0.238,0.0608,0.028,5.5,10,9,30,410097.3958,1327922.252,12.0065,107.6762,1329462.017,137993.9252,GN
542,NN_GN5,1.427,0.027,0.018,5.8,109,150,385,413620.8455,1322006.846,11.9531,107.7087,1323507.7,141467.781,GN
438,NN_GN51,0.34,0.1687,0.08,5.1,9,0.1,60,410088.5052,1327983.736,12.007,107.6761,1329523.655,137985.5837,GN
439,NN_GN52,0.274,0.0007,0.092,4.6,9,0.1,40,411794.612,1327987.887,12.0071,107.6918,1329512.284,139693.7331,GN
183,NN_GN53,0.578,0.0593,0.01,6.1,23,15,130,410091.4472,1327956.071,12.0068,107.6761,1329495.93,137988.5669,GN
440,NN_GN54,0.337,0.0007,0.025,5.8,15,0.1,60,410134.027,1328032.765,12.0075,107.6765,1329572.327,138031.6054,GN
217,NN_GN55,0.774,0.144,0.075,4.9,9,23,180,410639.4705,1328123.44,12.0083,107.6812,1329658.509,138538.4701,GN
263,NN_GN6,1.07,0.034,0.001,7.9,5,0.1,250,415121.2817,1322563.983,11.9582,107.7225,1324051.882,142974.9956,GN
67,NN_GN7,0.193,0.0695,0.032,4.8,1.5,200,10,414994.3448,1327745.111,12.005,107.7208,1329240.11,142856.0431,GN
125,NN_GN8,1.03,0.2658,0.035,7.4,128,1500,370,414475.0613,1327039.838,11.9986,107.7164,1328538.749,142368.668,GN
567,NN_GN9,0.852,0.0508,0.001,6.8,49,0.1,200,412860.0389,1328206.016,12.0091,107.7014,1329720.97,140751.7772,GN
30,NN_KN1,2.024,0.4995,0.004,7.6,192,40,570,431763.1894,1386877.872,12.54,107.8754,1388281.255,160401.8816,KNo
209,NN_KN10,1.549,0.327,0.049,6.7,195,900,490,433934.4081,1381937.831,12.4953,107.8938,1383315.598,162340.3395,KNo
296,NN_KN100,1.721,0.1256,0.084,6.4,116,0.1,430,438178.0781,1364278.359,12.3358,107.9333,1365598.58,166440.2826,KNo
299,NN_KN101,1.36,0.0007,0.003,7.4,119,43,340,438199.356,1364339.769,12.3364,107.9335,1365659.852,166462.1552,KNo
201,NN_KN102,1.044,0.2854,1.22,6.6,51,15,250,438151.0707,1364364.454,12.3366,107.9331,1365685.012,166413.8222,KNo
109,NN_KN103,1.477,0.1449,0.328,6.9,112,40,370,438139.0775,1364407.498,12.337,107.933,1365728.211,166402.45,KNo
301,NN_KN104,1.207,11.042,0.247,6.3,30,21,290,438130.099,1364447.463,12.3373,107.9329,1365768.299,166393.836,KNo
260,NN_KN106,1.286,0.2342,0.008,6.7,94,0.1,310,438160.0753,1364336.78,12.3363,107.9332,1365657.227,166422.8078,KNo
256,NN_KN107,1.527,0.0664,0.328,6.7,97,28,380,438192.9231,1364155.417,12.3347,107.9335,1365475.378,166453.9938,KNo
63,NN_KN108,1.7,0.0485,1.5,6,114,23,430,438204.9751,1364140.028,12.3345,107.9336,1365459.861,166467.7519,KNo
95,NN_KN109,1.837,0.0336,3.71,6.4,93,90,500,438220.0415,1364121.559,12.3344,107.9337,1365441.233,166480.8226,KNo
184,NN_KN11,1.936,0.3595,0.13,7.5,179,70,540,433677.9748,1382027.533,12.4962,107.8916,1383407.818,162102.5545,KNo
45,NN_KN110,1.297,0.0528,4.12,6.2,58,90,330,438250.2136,1364103.059,12.3342,107.934,1365422.433,166510.8517,KNo
34,NN_KN111,1.059,0.0016,1.68,6.2,39,0.1,250,438280.4118,1364096.849,12.3342,107.9343,1365415.935,166541.0797,KNo
40,NN_KN112,1.325,0.0388,2.34,6.1,64,9,320,438319.7123,1364109.057,12.3343,107.9347,1365427.788,166580.4749,KNo
32,NN_KN113,0.737,0.0007,1.05,6.2,35,0.1,170,438358.9414,1364087.465,12.3341,107.935,1365405.808,166619.541,KNo
64,NN_KN114,0.803,0.1025,0.05,6.5,47,15,190,438358.8959,1364065.956,12.3339,107.935,1365384.278,166619.2945,KNo
56,NN_KN115,0.683,0.3351,0.588,5.7,39,21,160,438398.1121,1364038.218,12.3336,107.9354,1365356.147,166658.2903,KNo
113,NN_KN116,0.957,0.0497,1.55,5.9,57,20,230,437969.3739,1364162.037,12.3347,107.9314,1365484.093,166230.2857,KNo
131,NN_KN117,0.581,0.1852,0.055,6.4,29,4,130,437751.5652,1364027.3,12.3335,107.9294,1365351.257,166011.3643,KNo
138,NN_KN118,0.622,0.9193,0.851,6.1,28,0.1,140,437836.4842,1364180.757,12.3349,107.9302,1365504.072,166097.4396,KNo
103,NN_KN119,2.028,0.1254,0.378,7.1,156,90,600,437890.8446,1364171.423,12.3348,107.9307,1365494.221,166151.7665,KNo
376,NN_KN12,0.366,0.008,0.008,5.8,25,0.1,70,430614.701,1380065.068,12.4783,107.8635,1381472.307,159017.5856,KNo
42,NN_KN120,2.055,0.0284,1.46,6.6,156,0.1,560,437908.9712,1364171.384,12.3348,107.9309,1365494.013,166169.9107,KNo
65,NN_KN122,0.618,0.2159,0.267,5.5,38,0.1,140,437231.0848,1363635.101,12.33,107.9247,1364963.53,165491.3529,KNo
72,NN_KN123,0.711,0.0007,0.031,6,72,90,180,437200.8268,1363613.657,12.3298,107.9244,1364942.347,165455.856,KNo
59,NN_KN124,1.099,0.1084,0.571,5.9,39,0.1,260,438953.3298,1363717.484,12.3307,107.9405,1365029.912,167211.0584,KNo
22,NN_KN125,1.184,0.0085,0.166,5.9,4,9,280,438977.5184,1363726.652,12.3308,107.9407,1365038.863,167235.3564,KNo
29,NN_KN126,0.85,0.0188,0.754,5.9,53,0.1,200,438893.087,1363803.648,12.3315,107.9399,1365116.723,167150.8421,KNo
303,NN_KN127,1.78,0.0115,0.569,6.5,135,0.1,450,438893.087,1363803.648,12.3315,107.9399,1365116.723,167151.5611,KNo
270,NN_KN128,2.059,0.0227,0.245,7,265,20,880,440102.1186,1362608.913,12.3207,107.9511,1363909.535,168350.6225,KNo
14,NN_KN129,1.094,0.0964,0.658,6.4,58,0.1,260,438564.6105,1362762.673,12.3221,107.9369,1364077.792,166813.0443,KNo
377,NN_KN13,0.277,0.0233,0.002,6.4,4,0.1,40,433763.8215,1372062.213,12.4061,107.8926,1373431.577,162094.5307,KNo
164,NN_KN130,1.798,0.2869,3.56,6.1,179,0.1,460,438377.1112,1362677.031,12.3213,107.9352,1363993.815,166625.3604,KNo
60,NN_KN131,1.235,0.2516,2.61,5.6,69,70,310,439789.4707,1364831.156,12.3408,107.9482,1366136.863,168058.4209,KNo
46,NN_KN132,1.181,0.1495,1.14,5.6,58,43,290,438377.1112,1362677.031,12.3213,107.9352,1363993.815,166624.5612,KNo
97,NN_KN133,0.889,0.1139,0.118,6.3,60,0.1,210,437892.7297,1365056.374,12.3428,107.9307,1366380.029,166161.9226,KNo
250,NN_KN134,1.826,0.0338,0.472,6.7,29,0.1,460,428440.2662,1378693.751,12.4659,107.8435,1380120.097,156827.9321,KNo
554,NN_KN135,0.432,0.043,0.061,5.9,28,7,90,428443.3392,1378715.254,12.4661,107.8435,1380141.594,156831.2113,KNo
215,NN_KN136,1.097,0.0849,0.21,6.4,134,21,270,427413.1679,1378530.384,12.4644,107.834,1379966.254,155798.2097,KNo
240,NN_KN137,1.27,0.0171,0.482,6.7,157,0.1,310,427407.0899,1378515.035,12.4643,107.834,1379950.946,155791.9804,KNo
85,NN_KN138,0.244,0.2845,0.004,6.8,7,0.1,30,427352.8441,1378558.191,12.4646,107.8322,1379994.66,155601.1075,KNo
28,NN_KN139,2.207,0.0133,0.001,6.7,118,15,750,430731.2146,1384563.421,12.519,107.8644,1385974.21,159176.7939,KNo
523,NN_KN14,0.592,0.0301,0.047,6,48,40,140,433776.366,1372264.989,12.4079,107.8927,1373634.441,162108.9931,KNo
269,NN_KN140,2.221,0.0188,0.001,7.4,90,0.1,750,430807.3489,1384836.721,12.5215,107.8651,1386247.071,159255.5978,KNo
252,NN_KN141,1.715,0.0966,0.107,7.4,117,230,520,430255.9156,1384023.751,12.5141,107.8601,1385438.486,158695.8879,KNo
555,NN_KN142,1.959,0.0281,0.011,6.2,187,0.1,520,429992.6119,1383760.127,12.5117,107.8577,1385177.084,158429.8131,KNo
204,NN_KN143,1.942,0.0088,0.008,7.3,177,21,520,429307.469,1385067.765,12.5235,107.8513,1386492.577,157756.3516,KNo
227,NN_KN144,1.899,0.0809,0.17,7.5,123,0.1,490,425713.7284,1381125.131,12.4878,107.8183,1382579.814,154121.4804,KNo
271,NN_KN145,1.853,0.0167,0.009,7.5,141,15,480,425635.3269,1381165.28,12.4882,107.8176,1382620.748,154043.3749,KNo
247,NN_KN146,2.103,0.0484,0.013,7.2,83,0.1,580,425025.3272,1381136.133,12.4879,107.812,1382597.339,153432.4465,KNo
230,NN_KN147,2.152,0.0185,0.022,8,92,21,630,424723.2977,1381103.12,12.4876,107.8092,1382567.146,153129.7805,KNo
